ticker,date,open,high,low,close,volume,log_return,vol_30d,VaR_95
AAPL,2023-01-03,128.1057773178633,128.7154254385632,122.0977455022682,122.98272705078125,112117500,,,-0.02072692743577327
AAPL,2023-01-04,124.77232854118719,126.51279316144961,122.99253808389423,124.25117492675781,89113600,0.010261206053316428,,-0.02072692743577327
AAPL,2023-01-05,125.00834271164995,125.63766124201173,122.67790010774006,122.93355560302734,80962700,-0.010661110019646524,,-0.02072692743577327
AAPL,2023-01-06,123.90706299247366,128.1156267892177,122.80575160036328,127.4568099975586,87754700,0.03613355103085531,,-0.02072692743577327
AAPL,2023-01-09,128.2926331428461,131.18357091494258,127.72231075886907,127.97796630859375,70790800,0.004080548793816931,,-0.02072692743577327
AAPL,2023-01-10,128.08610610497774,129.06941726347972,125.98182082594903,128.5482635498047,63896200,0.00444631475757147,,-0.02072692743577327
AAPL,2023-01-11,129.0595847172529,131.28186245070447,128.28277553296553,131.26220703125,69458900,0.020892477453734223,,-0.02072692743577327
AAPL,2023-01-12,131.6456901154858,132.0193381171801,129.24640871746402,131.18353271484375,71379600,-0.0005995473109149378,,-0.02072692743577327
AAPL,2023-01-13,129.8265215721902,132.66828913693126,129.46270138354166,132.51095581054688,57809700,0.010067971582234879,,-0.02072692743577327
AAPL,2023-01-17,132.57984966159466,134.99878678874634,131.89153482883353,133.67132568359375,63646600,0.008718666148605059,,-0.02072692743577327
AAPL,2023-01-18,134.5366071318126,136.29672707490226,132.776472184589,132.95347595214844,69672800,-0.005384731364559636,,-0.02072692743577327
AAPL,2023-01-19,131.84235433638028,133.9761376268957,131.53753029546903,133.0124969482422,58280400,0.00044382366976452166,,-0.02072692743577327
AAPL,2023-01-20,133.02231973826562,135.71659745917918,131.98001240951498,135.569091796875,80223600,0.01903832709912459,,-0.02072692743577327
AAPL,2023-01-23,135.81492969380113,140.92815961902411,135.59860004292767,138.75503540039062,81760300,0.02322863021843854,,-0.02072692743577327
AAPL,2023-01-24,137.96838472187488,140.77082749424633,137.95855701188813,140.15133666992188,66435100,0.010012771846925663,,-0.02072692743577327
AAPL,2023-01-25,138.53869500355867,140.0529874380773,136.49340619294276,139.4925079345703,65799300,-0.004711921731995965,,-0.02072692743577327
AAPL,2023-01-26,140.78064047196506,141.8426182007582,139.53183124401355,141.55746459960938,54105100,0.014694851630483993,,-0.02072692743577327
AAPL,2023-01-27,140.7708371263728,144.77290596887224,140.69217042868402,143.49459838867188,70555800,0.013591647712978362,,-0.02072692743577327
AAPL,2023-01-30,142.54077586673455,143.12092578303154,140.46598895897412,140.6134796142578,64015300,-0.020282545740635947,,-0.02072692743577327
AAPL,2023-01-31,140.31846671250062,141.931096037562,139.90547792238985,141.88192749023438,65874500,0.008980368308835153,,-0.02072692743577327
AAPL,2023-02-01,141.56727363630213,144.1632138517995,138.96150571314269,143.00289916992188,77663600,0.00786968880131887,,-0.02072692743577327
AAPL,2023-02-02,146.41500811186492,148.65695608667727,145.69719525256042,148.302978515625,118339000,0.03639242936623084,,-0.02072692743577327
AAPL,2023-02-03,145.55954560277002,154.75351068440185,145.36288637728777,151.92156982421875,154357300,0.024107066343934946,,-0.02072692743577327
AAPL,2023-02-06,150.02377712562708,150.54493079230497,148.26364190831887,149.19778442382812,69858300,-0.0180915617269409,,-0.02072692743577327
AAPL,2023-02-07,148.12598902287087,152.63938353904294,148.12598902287087,152.06906127929688,83322600,0.019061930228865227,,-0.02072692743577327
AAPL,2023-02-08,151.3119247541495,152.00023955919008,148.64714493246836,149.38462829589844,64120100,-0.017810390362488077,,-0.02072692743577327
AAPL,2023-02-09,151.213581264491,151.75440537570756,147.9096553354024,148.35214233398438,56007100,-0.006935590108549267,,-0.02072692743577327
AAPL,2023-02-10,147.19007494553122,149.04151212756338,146.95371454850684,148.71652221679688,57450700,0.002453170657372412,,-0.02072692743577327
