ticker,date,open,high,low,close,volume
MSFT,2023-01-03,236.3513904454424,238.94748134129327,230.82860879757206,232.94827270507812,25740000
MSFT,2023-01-04,225.85033012794412,226.42399496515415,219.70527974958796,222.75836181640625,50623400
MSFT,2023-01-05,220.910952034835,221.2512697398711,215.62153242856337,216.15631103515625,39585600
MSFT,2023-01-06,216.82721193090404,219.51080795719037,213.2782522890228,218.7037811279297,43613600
MSFT,2023-01-09,220.181677805299,224.8390950379593,220.1427915656861,220.8331298828125,27369800
MSFT,2023-01-10,221.45540438053666,224.90714033215292,221.03731426729271,222.51524353027344,27033900
MSFT,2023-01-11,224.88771246329648,229.41872372216184,224.7127021200409,229.24371337890625,28669300
MSFT,2023-01-12,228.74782975392716,233.25939064495995,227.09488993594465,231.90786743164062,27269500
MSFT,2023-01-13,230.43967280124468,232.74406478160432,228.41724688827324,232.60794067382812,21333300
MSFT,2023-01-17,231.38282055332843,234.24144161412062,230.52717483814848,233.6969451904297,29831300
MSFT,2023-01-18,234.88319223600368,235.67076853478866,229.0006572078567,229.28262329101562,30028700
MSFT,2023-01-19,227.3088064182575,229.00064735365646,224.29461063179636,225.510009765625,28623000
MSFT,2023-01-20,228.35892430446629,234.07616685941196,228.0186065956563,233.570556640625,35389800
MSFT,2023-01-23,234.4261906970003,238.38352255893335,233.0163158336519,235.86521911621094,31934000
MSFT,2023-01-24,235.78745289233305,237.19731304543689,233.7844773158166,235.34017944335938,40234400
MSFT,2023-01-25,227.98941574229838,236.56527872989417,224.50851101400366,233.94973754882812,66526600
MSFT,2023-01-26,236.90561285916706,241.43662476621853,235.30129180415983,241.1352081298828,33454500
MSFT,2023-01-27,242.0977983186481,242.91454300523202,239.9975849790759,241.290771484375,26498900
MSFT,2023-01-30,237.74175504504908,238.80159421660017,235.49570013495213,235.99159240722656,25867400
MSFT,2023-01-31,236.71117175136388,241.08660936169008,236.2250120168832,240.9504852294922,26541100
MSFT,2023-02-01,241.13520609235906,248.1164521150048,238.67523924937854,245.75372314453125,31259900
MSFT,2023-02-02,251.6556913662783,257.3632009780913,250.12914292548695,257.27569580078125,39940400
MSFT,2023-02-03,252.3557929633264,256.88680506414505,249.98333118224824,251.19873046875,29077300
MSFT,2023-02-06,250.31389683270552,251.15007723406973,247.72752379068612,249.6624298095703,22518000
MSFT,2023-02-07,253.31837383415902,261.3302762498554,252.88081823202182,260.1537780761719,50841400
MSFT,2023-02-08,265.63767911484825,269.09913389839613,258.8411461479816,259.3467712402344,54686000
MSFT,2023-02-09,266.2209551266914,266.39599511433863,255.5254451305116,256.32275390625,42375100
MSFT,2023-02-10,254.29060586523408,256.77974031721595,253.44469301974019,255.81715393066406,25818500
MSFT,2023-02-13,260.23153420322126,266.99886776795535,259.75507760072225,263.8096618652344,44630900
MSFT,2023-02-14,265.1223596801926,267.35868256455376,261.82618247447147,264.6361999511719,37047900
MSFT,2023-02-15,261.54621079213484,263.8953733913227,259.46022127566107,262.5209655761719,28922400
MSFT,2023-02-16,257.3546924253558,260.0060260617434,255.28821748394975,255.5319061279297,29603600
MSFT,2023-02-17,252.8416369479222,253.5239473924271,249.53720422274546,251.54519653320312,30000100
MSFT,2023-02-21,248.0555633319736,249.04007506409081,245.23852294112166,246.291259765625,28397400
MSFT,2023-02-22,247.6754219276689,247.91911060638247,244.0200917469653,245.16055297851562,22491100
MSFT,2023-02-23,249.1083064975943,250.35599131241563,244.15655088158258,248.3382568359375,29219100
MSFT,2023-02-24,243.64969909955178,244.66343747539474,241.83665470499022,242.92837524414062,24990900
MSFT,2023-02-27,246.08657375483682,246.4374860355747,243.09406973943646,243.84463500976562,21190000
MSFT,2023-02-28,242.78216630386783,245.1410709516809,242.4507383937105,243.12332153320312,22491000
MSFT,2023-03-01,244.42946467971646,244.59517118131993,239.58493299824488,240.05282592773438,27565300
MSFT,2023-03-02,240.32576623774196,245.05331745079246,239.4094944705545,244.77064514160156,24808200
MSFT,2023-03-03,245.82339261513917,249.16679413004076,245.04358587267618,248.84512329101562,30760100
MSFT,2023-03-06,249.9563746587947,253.5532223719332,249.51773795870963,250.38526916503906,24109800
MSFT,2023-03-07,249.82961864090797,251.18454195758378,246.99309375726955,247.73390197753906,21473200
MSFT,2023-03-08,247.62665530828698,248.11403261472034,244.47820207332853,247.2952423095703,17340200
MSFT,2023-03-09,249.36171414009513,253.00728660905767,245.228749526429,245.9500732421875,26653400
MSFT,2023-03-10,244.74139919259653,246.40822131411622,241.34925717678098,242.3142547607422,28333900
MSFT,2023-03-13,241.15429996225072,251.3989810865607,239.5264614444424,247.50970458984375,33339700
MSFT,2023-03-14,250.26829634300452,254.4792442426015,249.40076516094558,254.20631408691406,33620300
MSFT,2023-03-15,253.41667945505924,259.75258355094957,252.66609947014194,258.73883056640625,46028000
MSFT,2023-03-16,258.51466054625075,269.57813126600007,256.6333912973098,269.22723388671875,54768800
MSFT,2023-03-17,271.23525555020916,276.1772393298442,269.3442290300633,272.3757019042969,69527400
MSFT,2023-03-20,269.98759878906156,270.47497619551706,263.03759221346127,265.3575134277344,43466600
MSFT,2023-03-21,267.94058331388436,268.0575491212291,262.7158825243108,266.86834716796875,34558700
MSFT,2023-03-22,266.498009909307,273.9451523560528,265.3088076245132,265.4160461425781,34873300
MSFT,2023-03-23,270.9234123932007,273.96464329330024,268.2525931599116,270.6504821777344,36610900
MSFT,2023-03-24,270.2409584505626,273.54539085578926,268.33044774491924,273.4869079589844,28172000
MSFT,2023-03-27,273.41866361100745,274.3544196920251,268.56437502402,269.4026794433594,26840200
MSFT,2023-03-28,268.8275985161655,269.1687685997756,265.18199582572424,268.28173828125,21878600
MSFT,2023-03-29,271.9175487241211,274.0425364680911,271.3814455656998,273.4284362792969,25087000
MSFT,2023-03-30,277.0545067536676,277.2786812703255,274.3739316415299,276.8790283203125,25053400
MSFT,2023-03-31,276.5671828397676,281.96730287180225,275.8556011455048,281.02178955078125,32766000
MSFT,2023-04-03,279.28663217587865,280.9924524503743,276.78153586630657,279.9787292480469,24883300
MSFT,2023-04-04,279.9788092952923,283.1175206876223,278.4581943099055,279.9300537109375,25824300
MSFT,2023-04-05,278.63357089609315,279.90073980685764,275.7775474414122,277.16168212890625,22064800
MSFT,2023-04-06,276.06019921335053,284.7062664177296,274.9099961026734,284.2384033203125,29770300
MSFT,2023-04-10,281.90878059048885,282.28894917802717,277.52238471849756,282.0842590332031,23103000
MSFT,2023-04-11,278.5361465748028,278.7603508575734,274.5299191651681,275.6898498535156,27276600
MSFT,2023-04-12,277.60048180542543,279.76443907213064,274.8419085265659,276.3332824707031,27403400
