ticker,date,open,high,low,close,volume,log_return,vol_30d,VaR_95
AAPL,2023-01-03,128.34377240566315,128.9545531314731,122.32457886036785,123.2112045288086,112117500,,,-0.02072692794218608
AAPL,2023-01-04,125.00415469022626,126.74785308207225,123.22105739420844,124.4820327758789,89113600,0.010261397622346303,,-0.02072692794218608
AAPL,2023-01-05,125.24057541769616,125.87106305679183,122.90580346279697,123.16193389892578,80962700,-0.010661365174442846,,-0.02072692794218608
AAPL,2023-01-06,124.13721717054082,128.35359826613845,123.03386012088578,127.69355773925781,87754700,0.036133288102724544,,-0.02072692794218608
AAPL,2023-01-09,128.53093430540028,131.4272419402479,127.95955255827974,128.21568298339844,70790800,0.004080555802951704,,-0.02072692794218608
AAPL,2023-01-10,128.32406282244906,129.30920076375085,126.21586822934367,128.78707885742188,63896200,0.00444662003957319,,-0.02072692794218608
AAPL,2023-01-11,129.29935853420528,131.52576493439358,128.52110615216108,131.50607299804688,69458900,0.020892543838125447,,-0.02072692794218608
AAPL,2023-01-12,131.89027740511193,132.26461961526783,129.48653833184324,131.42726135253906,71379600,-0.0005994800778130894,,-0.02072692794218608
AAPL,2023-01-13,130.0677644513709,132.914812571895,129.70326821418658,132.75718688964844,57809700,0.010068244216755406,,-0.02072692794218608
AAPL,2023-01-17,132.82618895983452,135.24962058050016,132.13659520728805,133.91969299316406,63646600,0.008718517089075407,,-0.02072692794218608
AAPL,2023-01-18,134.78658853017248,136.5499789381121,133.02318309021993,133.2005157470703,69672800,-0.005384684200316393,,-0.02072692794218608
AAPL,2023-01-19,132.08729648616435,134.22504400705918,131.78190613060963,133.25961303710938,58280400,0.0004435732375998829,,-0.02072692794218608
AAPL,2023-01-20,133.26944989272516,135.96873306889344,132.22520615532028,135.82095336914062,80223600,0.019038295707151338,,-0.02072692794218608
AAPL,2023-01-23,136.06724948686616,141.18997887668803,135.85051793428082,139.0128173828125,81760300,0.023228641248077036,,-0.02072692794218608
AAPL,2023-01-24,138.22470516633354,141.03235437334166,138.21485919822922,140.41171264648438,66435100,0.010012771253556643,,-0.02072692794218608
AAPL,2023-01-25,138.7960933961296,140.31319931491353,136.74700453490559,139.75167846679688,65799300,-0.00471178906123382,,-0.02072692794218608
AAPL,2023-01-26,141.04218251884544,142.10613318815084,139.79105325512376,141.82044982910156,54105100,0.01469469724307959,,-0.02072692794218608
AAPL,2023-01-27,141.03233324940567,145.04183634112735,140.95352042033858,143.7611541748047,70555800,0.01359145122466602,,-0.02072692794218608
AAPL,2023-01-30,142.8056023172103,143.38683009380475,140.7269606636837,140.87472534179688,64015300,-0.020282248227591722,,-0.02072692794218608
AAPL,2023-01-31,140.57920288721874,142.19482875871702,140.1654466919342,142.14556884765625,65874500,0.00898064254240428,,-0.02072692794218608
AAPL,2023-02-01,141.83029241325445,144.43105564330162,139.21968321658196,143.26858520507812,77663600,0.007869421589389112,,-0.02072692794218608
AAPL,2023-02-02,146.68701339404373,148.93312639059383,145.9678670041684,148.5784912109375,118339000,0.03639229211605908,,-0.02072692794218608
AAPL,2023-02-03,145.82995335488886,155.04099817815143,145.63292879315281,152.20379638671875,154357300,0.024107009577690287,,-0.02072692794218608
AAPL,2023-02-06,150.3025182240104,150.82464018350336,148.5391127115985,149.47499084472656,69858300,-0.018091295007206187,,-0.02072692794218608
AAPL,2023-02-07,148.4011799958932,152.9229595728958,148.4011799958932,152.35157775878906,83322600,0.019061768006302306,,-0.02072692794218608
AAPL,2023-02-08,151.5930321421785,152.28262569889247,148.9233016908853,149.6621551513672,64120100,-0.01781040665871129,,-0.02072692794218608
AAPL,2023-02-09,151.49450140964842,152.036330247997,148.1844375441137,148.62774658203125,56007100,-0.006935620078450213,,-0.02072692794218608
AAPL,2023-02-10,147.46352995054943,149.3184067990407,147.22673043469464,148.99281311035156,57450700,0.0024532358368631016,,-0.02072692794218608
AAPL,2023-02-13,148.93360529625505,152.19938787253557,148.90400724096855,151.7948760986328,62199000,0.018632039477443952,,-0.02072692794218608
AAPL,2023-02-14,150.08798919443248,151.71595766811416,148.8448255867729,151.153564453125,61707600,-0.0042338069296891405,,-0.02072692794218608
AAPL,2023-02-15,151.0647500944972,153.42282376103753,150.83782666059355,153.25509643554688,65573800,0.013807526789047269,0.014526643232548778,-0.02072692794218608
AAPL,2023-02-16,151.45941308943844,154.24175084931028,151.3015618059057,151.65675354003906,68167900,-0.010484063088010661,0.014869238839430548,-0.02072692794218608
AAPL,2023-02-17,150.314927401964,150.95623873407766,148.83496427712012,150.5122528076172,59144100,-0.007575271993140639,0.014756075572025884,-0.02072692794218608
